Code,Biomass
YALI0A00264g,0.105691643685873
YALI0A01133g,0.105691643685873
YALI0A02310g,0.105691643685873
YALI0A02453g,0.105691643685873
YALI0A02541g,0.105691643685873
YALI0A02915g,0.035809498478134
YALI0A03135g,0.105691643685872
YALI0A04675g,0.105691643685872
YALI0A04983g,0.105691643685872
YALI0A05379g,0.105691643685872
YALI0A06655g,0.105691643685872
YALI0A06787g,0.105691643685872
YALI0A07579g,0.105691643685872
YALI0A08041g,0.105691643685872
YALI0A08668g,0.105691643685872
YALI0A09427g,0.105691643685872
YALI0A09636g,0.105691643685872
YALI0A09856g,0.103574165032334
YALI0A09900g,0.105691643685873
YALI0A10032g,0.105691643685873
YALI0A10076g,-4.90913558468992E-17
YALI0A10310g,0.105691643685873
YALI0A11143g,0.105691643685873
YALI0A12045g,0.105691643685873
YALI0A13387g,0.105691643685873
YALI0A14157g,-6.78882915968164E-18
YALI0A14212g,0.105691643685873
YALI0A14498g,0.105691643685873
YALI0A14784g,0.104533801721018
YALI0A15125g,0.105691643685873
YALI0A15147g,0.105691643685873
YALI0A15972g,0.105691643685873
YALI0A16379g,0.105691643685873
YALI0A16863g,0.105691643685873
YALI0A17468g,0.035809498478134
YALI0A18062g,-6.25401520264008E-18
YALI0A18183g,0.105691643685873
YALI0A19074g,0.105691643685873
YALI0A19096g,0.105691643685873
YALI0A19206g,0.105691643685873
YALI0A19558g,0.105691643685873
YALI0A20108g,0.105691643685873
YALI0A20295g,0.105691643685873
YALI0A20922g,0.105691643685873
YALI0A21153g,0.105691643685873
YALI0A21263g,0.105691643685873
YALI0A21307g,0.105691643685873
YALI0A21417g,0.105691643685873
YALI0B00220g,0.105691643685873
YALI0B00396g,0.105691643685873
YALI0B00572g,0.105691643685873
YALI0B00726g,0.105691643685873
YALI0B00836g,0.105691643685873
YALI0B01364g,5.62685724111676E-17
YALI0B01540g,0.035809498478135
YALI0B01672g,0.105691643685873
YALI0B01826g,0.105691643685873
YALI0B02222g,0.105691643685873
YALI0B02376g,0.105691643685873
YALI0B02728g,0.101363925850491
YALI0B02852g,0.105691643685873
YALI0B02948g,0.105683942443269
YALI0B03344g,0.105691643685873
YALI0B03564g,0.105691643685873
YALI0B03982g,0.025854891589746
YALI0B04202g,0.105691643685875
YALI0B04312g,-6.50674119568487E-18
YALI0B05126g,-1.38387276161883E-16
YALI0B05368g,-3.80882411454724E-18
YALI0B05918g,0.105691643685872
YALI0B06006g,0.105691643685872
YALI0B06831g,0.025854891589746
YALI0B07227g,0.105691643685872
YALI0B08052g,0.105691643685872
YALI0B08140g,5.51392576751475E-18
YALI0B08184g,5.51392576751475E-18
YALI0B08536g,0.105691643685873
YALI0B08943g,0.105691643685873
YALI0B08965g,0.105691643685873
YALI0B09537g,0.105691643685873
YALI0B09625g,0.105691643685873
YALI0B09647g,0.10560063663385
YALI0B09845g,0.104795813369483
YALI0B10340g,0.105691549470429
YALI0B10736g,0.105691643685873
YALI0B11044g,0.105691643685873
YALI0B11154g,0.105691643685873
YALI0B11286g,0.105691643685873
YALI0B12078g,0.105691643685873
YALI0B13398g,0.105691643685873
YALI0B13420g,0.105691643685873
YALI0B13464g,0.105691643685873
YALI0B13552g,0.105691643685873
YALI0B13970g,0.105691643685873
YALI0B14399g,-9.28986009974722E-17
YALI0B14465g,0.105691643685872
YALI0B14509g,-3.47632795140386E-18
YALI0B14729g,0.105691643685873
YALI0B14839g,0.105691643685873
YALI0B15059g,3.16965508232884E-15
YALI0B15125g,0.105691643685871
YALI0B15304g,-2.94598113927835E-14
YALI0B15444g,-2.79292864929688E-17
YALI0B15598g,0.105008913414135
YALI0B15664g,0.105691643685872
YALI0B15884g,0.105691643685872
YALI0B16038g,-1.87137305531026E-17
YALI0B16104g,8.22133283178265E-16
YALI0B16126g,0.105691643685873
YALI0B16324g,0.105691643685873
YALI0B16522g,0.105691643685873
YALI0B17204g,0.105691643685873
YALI0B17336g,5.52090718727196E-18
YALI0B17402g,2.48293217258204E-16
YALI0B17644g,-1.57325843262526E-19
YALI0B17666g,-5.70454613582975E-16
YALI0B17864g,0.105691643685874
YALI0B17930g,-6.18892780095402E-15
YALI0B17996g,0.105691643685873
YALI0B18348g,-2.15283657466987E-17
YALI0B18759g,0.105691643685873
YALI0B18898g,0.105691643685873
YALI0B19338g,0.105691643685873
YALI0B19382g,5.27582353626212E-18
YALI0B19492g,0.105691643685873
YALI0B19800g,0.105691643685873
YALI0B19998g,0.105691643685873
YALI0B20020g,0.105691643685873
YALI0B20196g,0.105691643685873
